NAICS_code,Industry_Title,Num_Businesses
423330,"Roofing, Siding, and Insulation Material Merchant Wholesalers",3031
423390,Other Construction Material Merchant Wholesalers,3370
4234,Professional and Commercial Equipment and Supplies Merchant Wholesalers,57631
423410,Photographic Equipment and Supplies Merchant Wholesalers,795
423420,Office Equipment Merchant Wholesalers,5532
423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,12262
423440,Other Commercial Equipment Merchant Wholesalers,17129
423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",17865
423460,Ophthalmic Goods Merchant Wholesalers,419
423490,Other Professional Equipment and Supplies Merchant Wholesalers,3629
4235,Metal and Mineral (except Petroleum) Merchant Wholesalers,13427
423510,Metal Service Centers and Other Metal Merchant Wholesalers,12679
423520,Coal and Other Mineral and Ore Merchant Wholesalers,748
4236,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,40083
423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",20473
423620,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",4354
423690,Other Electronic Parts and Equipment Merchant Wholesalers,15256
4237,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",24491
423710,Hardware Merchant Wholesalers,6819
423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,9665
423730,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,5734
423740,Refrigeration Equipment and Supplies Merchant Wholesalers,2273
4238,"Machinery, Equipment, and Supplies Merchant Wholesalers",98333
423810,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,8961
423820,Farm and Garden Machinery and Equipment Merchant Wholesalers,9103
423830,Industrial Machinery and Equipment Merchant Wholesalers,37157
423840,Industrial Supplies Merchant Wholesalers,20158
423850,Service Establishment Equipment and Supplies Merchant Wholesalers,17563
423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,5391
4239,Miscellaneous Durable Goods Merchant Wholesalers,79880
423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers,7972
423920,Toy and Hobby Goods and Supplies Merchant Wholesalers,4949
423930,Recyclable Material Merchant Wholesalers,7088
423940,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",13026
423990,Other Miscellaneous Durable Goods Merchant Wholesalers,46845
4241,Paper and Paper Product Merchant Wholesalers,12500
424110,Printing and Writing Paper Merchant Wholesalers,989
424120,Stationery and Office Supplies Merchant Wholesalers,6731
424130,Industrial and Personal Service Paper Merchant Wholesalers,4780
4242,Drugs and Druggists' Sundries Merchant Wholesalers,12780
424210,Drugs and Druggists' Sundries Merchant Wholesalers,12780
4243,"Apparel, Piece Goods, and Notions Merchant Wholesalers",22378
424310,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",4401
424320,Men's and Boys' Clothing and Furnishings Merchant Wholesalers,4089
424330,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers",8321
424340,Footwear Merchant Wholesalers,5567
4244,Grocery and Related Product Merchant Wholesalers,57998
424410,General Line Grocery Merchant Wholesalers,10196
424420,Packaged Frozen Food Merchant Wholesalers,1249
424430,Dairy Product (except Dried or Canned) Merchant Wholesalers,3332
424440,Poultry and Poultry Product Merchant Wholesalers,1538
424450,Confectionery Merchant Wholesalers,2721
424460,Fish and Seafood Merchant Wholesalers,5642
424470,Meat and Meat Product Merchant Wholesalers,2986
424480,Fresh Fruit and Vegetable Merchant Wholesalers,6487
424490,Other Grocery and Related Products Merchant Wholesalers,23847
4245,Farm Product Raw Material Merchant Wholesalers,21456
424510,Grain and Field Bean Merchant Wholesalers,6790
424520,Livestock Merchant Wholesalers,9350
424590,Other Farm Product Raw Material Merchant Wholesalers,5316
4246,Chemical and Allied Products Merchant Wholesalers,12413
424610,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers,2046
424690,Other Chemical and Allied Products Merchant Wholesalers,10367
4247,Petroleum and Petroleum Products Merchant Wholesalers,13688
424710,Petroleum Bulk Stations and Terminals,2299
424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),11389
4248,"Beer, Wine, and Distilled Alcoholic Beverage Merchant Wholesalers",10784
424810,Beer and Ale Merchant Wholesalers,2750
424820,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,8034
4249,Miscellaneous Nondurable Goods Merchant Wholesalers,100271
424910,Farm Supplies Merchant Wholesalers,14540
424920,"Book, Periodical, and Newspaper Merchant Wholesalers",9325
424930,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers",6004
424940,Tobacco and Tobacco Product Merchant Wholesalers,4852
424950,"Paint, Varnish, and Supplies Merchant Wholesalers",4229
424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers,61321
4251,Wholesale Electronic Markets and Agents and Brokers,778
425110,Business to Business Electronic Markets,0
425120,Wholesale Trade Agents and Brokers,778
44-45,Retail Trade,1743885
4411,Automobile Dealers,89605
441110,New Car Dealers,54675
441120,Used Car Dealers,34930
4412,Other Motor Vehicle Dealers,41042
441210,Recreational Vehicle Dealers,4038
441222,Boat Dealers,9539
441228,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",27465
4413,"Automotive Parts, Accessories, and Tire Stores",69058
441310,Automotive Parts and Accessories Stores,39733
441320,Tire Dealers,29325
4421,Furniture Stores,41938
442110,Furniture Stores,41938
4422,Home Furnishings Stores,69917
442210,Floor Covering Stores,44521
442291,Window Treatment Stores,5923
442299,All Other Home Furnishings Stores,19473
4431,Electronics and Appliance Stores,79708
443141,Household Appliance Stores,11665
443142,Electronics Stores,68043
4441,Building Material and Supplies Dealers,88167
444110,Home Centers,28901
444120,Paint and Wallpaper Stores,13555
444130,Hardware Stores,20229
444190,Other Building Material Dealers,25482
4442,Lawn and Garden Equipment and Supplies Stores,17140
444210,Outdoor Power Equipment Stores,3853
444220,"Nursery, Garden Center, and Farm Supply Stores",13287
4451,Grocery Stores,147995
445110,Supermarkets and Other Grocery (except Convenience) Stores,94755
445120,Convenience Stores,53240
4452,Specialty Food Stores,85607
445210,Meat Markets,8356
445220,Fish and Seafood Markets,2940
445230,Fruit and Vegetable Markets,6836
445291,Baked Goods Stores,35510
445292,Confectionery and Nut Stores,9823
445299,All Other Specialty Food Stores,22142
4453,"Beer, Wine, and Liquor Stores",33256
445310,"Beer, Wine, and Liquor Stores",33256
4461,Health and Personal Care Stores,119914
446110,Pharmacies and Drug Stores,53502
446120,"Cosmetics, Beauty Supplies, and Perfume Stores",18195
446130,Optical Goods Stores,17430
446191,Food (Health) Supplement Stores,16884
446199,All Other Health and Personal Care Stores,13903
4471,Gasoline Stations,66089
447110,Gasoline Stations with Convenience Stores,1111
447190,Other Gasoline Stations,64978
4481,Clothing Stores,165830
448110,Men's Clothing Stores,11271
448120,Women's Clothing Stores,86654
448130,Children's and Infants' Clothing Stores,6900
448140,Family Clothing Stores,22846
448150,Clothing Accessories Stores,18623
448190,Other Clothing Stores,19536
4482,Shoe Stores,20846
448210,Shoe Stores,20846
4483,"Jewelry, Luggage, and Leather Goods Stores",40323
448310,Jewelry Stores,38616
448320,Luggage and Leather Goods Stores,1707
4511,"Sporting Goods, Hobby, and Musical Instrument Stores",99044
451110,Sporting Goods Stores,52111
451120,"Hobby, Toy, and Game Stores",25619
451130,"Sewing, Needlework, and Piece Goods Stores",12125
451140,Musical Instrument and Supplies Stores,9189
4512,Book Stores and News Dealers,15016
451211,Book Stores,14065
451212,News Dealers and Newsstands,951
4522,Department Stores,20557
452210,Department Stores,20557
4523,"General Merchandise Stores, including Warehouse Clubs and Supercenters",48957
452311,Warehouse Clubs and Supercenters,1800
452319,All Other General Merchandise Stores,47157
4531,Florists,27353
453110,Florists,27353
4532,"Office Supplies, Stationery, and Gift Stores",60290
453210,Office Supplies and Stationery Stores,6117
453220,"Gift, Novelty, and Souvenir Stores",54173
4533,Used Merchandise Stores,38408
453310,Used Merchandise Stores,38408
4539,Other Miscellaneous Store Retailers,185597
453910,Pet and Pet Supplies Stores,17877
453920,Art Dealers,3637
453930,Manufactured (Mobile) Home Dealers,3780
453991,Tobacco Stores,18085
453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),142218
4541,Electronic Shopping and Mail-Order Houses,22879
454110,Electronic Shopping and Mail-Order Houses,22879
4542,Vending Machine Operators,9832
454210,Vending Machine Operators,9832
4543,Direct Selling Establishments,39517
454310,Fuel Dealers,12926
454390,Other Direct Selling Establishments,26591
48-49,Transportation and Warehousing,555735
4811,Scheduled Air Transportation,2348
481111,Scheduled Passenger Air Transportation,1799
481112,Scheduled Freight Air Transportation,549
4812,Nonscheduled Air Transportation,2631
481211,Nonscheduled Chartered Passenger Air Transportation,195
481212,Nonscheduled Chartered Freight Air Transportation,89
481219,Other Nonscheduled Air Transportation,2347
4821,Rail Transportation,2267
482111,Line-Haul Railroads,2237
482112,Short Line Railroads,30
4831,"Deep Sea, Coastal, and Great Lakes Water Transportation",1235
483111,Deep Sea Freight Transportation,695
483112,Deep Sea Passenger Transportation,181
483113,Coastal and Great Lakes Freight Transportation,359
483114,Coastal and Great Lakes Passenger Transportation,0
4832,Inland Water Transportation,1139
483211,Inland Water Freight Transportation,748
483212,Inland Water Passenger Transportation,391
4841,General Freight Trucking,184592
484110,"General Freight Trucking, Local",145624
484121,"General Freight Trucking, Long-Distance, Truckload",38398
484122,"General Freight Trucking, Long-Distance, Less Than Truckload",570
4842,Specialized Freight Trucking,21626
484210,Used Household and Office Goods Moving,8203
484220,"Specialized Freight (except Used Goods) Trucking, Local",9240
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance",4183
4851,Urban Transit Systems,7122
485111,Mixed Mode Transit Systems,5657
485112,Commuter Rail Systems,175
485113,Bus and Other Motor Vehicle Transit Systems,1208
485119,Other Urban Transit Systems,82
4852,Interurban and Rural Bus Transportation,997
485210,Interurban and Rural Bus Transportation,997
4853,Taxi and Limousine Service,27415
485310,Taxi Service,10870
485320,Limousine Service,16545
4854,School and Employee Bus Transportation,2252
485410,School and Employee Bus Transportation,2252
4855,Charter Bus Industry,3052
485510,Charter Bus Industry,3052
4859,Other Transit and Ground Passenger Transportation,5460
485991,Special Needs Transportation,0
485999,All Other Transit and Ground Passenger Transportation,5460
4861,Pipeline Transportation of Crude Oil,606
486110,Pipeline Transportation of Crude Oil,606
4862,Pipeline Transportation of Natural Gas,1530
486210,Pipeline Transportation of Natural Gas,1530
4869,Other Pipeline Transportation,534
486910,Pipeline Transportation of Refined Petroleum Products,353
486990,All Other Pipeline Transportation,181
4871,"Scenic and Sightseeing Transportation, Land",347
487110,"Scenic and Sightseeing Transportation, Land",347
4872,"Scenic and Sightseeing Transportation, Water",484
487210,"Scenic and Sightseeing Transportation, Water",484
4879,"Scenic and Sightseeing Transportation, Other",343
487990,"Scenic and Sightseeing Transportation, Other",343
4881,Support Activities for Air Transportation,16903
488111,Air Traffic Control,758
488119,Other Airport Operations,12483
488190,Other Support Activities for Air Transportation,3662
4882,Support Activities for Rail Transportation,15770
488210,Support Activities for Rail Transportation,15770
4883,Support Activities for Water Transportation,3969
488310,Port and Harbor Operations,198
488320,Marine Cargo Handling,893
488330,Navigational Services to Shipping,1571
488390,Other Support Activities for Water Transportation,1307
4884,Support Activities for Road Transportation,27060
488410,Motor Vehicle Towing,21128
488490,Other Support Activities for Road Transportation,5932
4885,Freight Transportation Arrangement,37944
488510,Freight Transportation Arrangement,37944
4889,Other Support Activities for Transportation,116508
488991,Packing and Crating,1391
488999,All Other Support Activities for Transportation,115117
4911,Postal Service,21558
491110,Postal Service,21558
4921,Couriers and Express Delivery Services,7080
492110,Couriers and Express Delivery Services,7080
4922,Local Messengers and Local Delivery,10343
492210,Local Messengers and Local Delivery,10343
4931,Warehousing and Storage,32620
493110,General Warehousing and Storage,20866
493120,Refrigerated Warehousing and Storage,1247
493130,Farm Product Warehousing and Storage,835
493190,Other Warehousing and Storage,9672
51,Information,338109
5111,"Newspaper, Periodical, Book, and Directory Publishers",43587
511110,Newspaper Publishers,11210
511120,Periodical Publishers,5236
511130,Book Publishers,5424
511140,Directory and Mailing List Publishers,566
511191,Greeting Card Publishers,346
511199,All Other Publishers,20805
5112,Software Publishers,22863
511210,Software Publishers,22863
5121,Motion Picture and Video Industries,69662
512110,Motion Picture and Video Production,27246
512120,Motion Picture and Video Distribution,27271
512131,Motion Picture Theaters (except Drive-Ins),6090
512132,Drive-In Motion Picture Theaters,113
512191,Teleproduction and Other Postproduction Services,1324
512199,Other Motion Picture and Video Industries,7618
5122,Sound Recording Industries,12709
512230,Music Publishers,627
512240,Sound Recording Studios,4438
512250,Record Production and Distribution,7314
512290,Other Sound Recording Industries,330
5151,Radio and Television Broadcasting,16545
515111,Radio Networks,9460
515112,Radio Stations,3079
515120,Television Broadcasting,4006
5152,Cable and Other Subscription Programming,7194
515210,Cable and Other Subscription Programming,7194
5173,Wired and Wireless Telecommunications Carriers,42500
517311,Wired Telecommunications Carriers,15531
517312,Wireless Telecommunications Carriers (except Satellite),26969
5174,Satellite Telecommunications,180
517410,Satellite Telecommunications,180
5179,Other Telecommunications,70038
517911,Telecommunications Resellers,17750
517919,All Other Telecommunications,52288
5182,"Data Processing, Hosting, and Related Services",20441
518210,"Data Processing, Hosting, and Related Services",20441
5191,Other Information Services,32390
519110,News Syndicates,879
519120,Libraries and Archives,24276
519130,Internet Publishing and Broadcasting and Web Search Portals,1409
519190,All Other Information Services,5826
52,Finance and Insurance,741257
5211,Monetary Authorities-Central Bank,35
521110,Monetary Authorities-Central Bank,35
5221,Depository Credit Intermediation,99582
522110,Commercial Banking,77558
522120,Savings Institutions,7489
522130,Credit Unions,14535
522190,Other Depository Credit Intermediation,0
5222,Nondepository Credit Intermediation,41447
522210,Credit Card Issuing,6
522220,Sales Financing,2280
522291,Consumer Lending,15602
522292,Real Estate Credit,6111
522293,International Trade Financing,1648
522294,Secondary Market Financing,6
522298,All Other Nondepository Credit Intermediation,15794
5223,Activities Related to Credit Intermediation,65891
522310,Mortgage and Nonmortgage Loan Brokers,13171
522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",27302
522390,Other Activities Related to Credit Intermediation,25418
5231,Securities and Commodity Contracts Intermediation and Brokerage,34501
523110,Investment Banking and Securities Dealing,2581
523120,Securities Brokerage,28567
523130,Commodity Contracts Dealing,2774
523140,Commodity Contracts Brokerage,579
5232,Securities and Commodity Exchanges,346
523210,Securities and Commodity Exchanges,346
5239,Other Financial Investment Activities,229426
523910,Miscellaneous Intermediation,134034
523920,Portfolio Management,8749
523930,Investment Advice,64259
523991,"Trust, Fiduciary, and Custody Activities",20097
523999,Miscellaneous Financial Investment Activities,2287
5241,Insurance Carriers,33863
524113,Direct Life Insurance Carriers,7257
524114,Direct Health and Medical Insurance Carriers,4923
524126,Direct Property and Casualty Insurance Carriers,13390
524127,Direct Title Insurance Carriers,4982
524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers",3182
524130,Reinsurance Carriers,129
5242,"Agencies, Brokerages, and Other Insurance Related Activities",208761
524210,Insurance Agencies and Brokerages,197857
524291,Claims Adjusting,3977
524292,Third Party Administration of Insurance and Pension Funds,806
524298,All Other Insurance Related Activities,6121
5251,Insurance and Employee Benefit Funds,1687
525110,Pension Funds,794
525120,Health and Welfare Funds,813
525190,Other Insurance Funds,80
5259,Other Investment Pools and Funds,25718
525910,Open-End Investment Funds,12096
525920,"Trusts, Estates, and Agency Accounts",7881
525990,Other Financial Vehicles,5741
53,Real Estate and Rental and Leasing,817747
5311,Lessors of Real Estate,189018
531110,Lessors of Residential Buildings and Dwellings,118221
531120,Lessors of Nonresidential Buildings (except Miniwarehouses),25638
531130,Lessors of Miniwarehouses and Self-Storage Units,19876
531190,Lessors of Other Real Estate Property,25283
5312,Offices of Real Estate Agents and Brokers,338679
531210,Offices of Real Estate Agents and Brokers,338679
5313,Activities Related to Real Estate,170717
531311,Residential Property Managers,5110
531312,Nonresidential Property Managers,139499
531320,Offices of Real Estate Appraisers,20936
531390,Other Activities Related to Real Estate,5172
5321,Automotive Equipment Rental and Leasing,35247
532111,Passenger Car Rental,14202
532112,Passenger Car Leasing,1005
532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",20040
5322,Consumer Goods Rental,32102
532210,Consumer Electronics and Appliances Rental,6738
532281,Formal Wear and Costume Rental,1797
532282,Video Tape and Disc Rental,5107
532283,Home Health Equipment Rental,2264
532284,Recreational Goods Rental,2010
532289,All Other Consumer Goods Rental,14186
5323,General Rental Centers,773
532310,General Rental Centers,773
5324,Commercial and Industrial Machinery and Equipment Rental and Leasing,45681
532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing",1210
532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",5129
532420,Office Machinery and Equipment Rental and Leasing,623
532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,38719
5331,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),5530
533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),5530
54,"Professional, Scientific, and Technical Services",2120896
5411,Legal Services,334686
541110,Offices of Lawyers,312563
541120,Offices of Notaries,5831
541191,Title Abstract and Settlement Offices,11032
541199,All Other Legal Services,5260
5412,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",176394
541211,Offices of Certified Public Accountants,61718
541213,Tax Preparation Services,59911
541214,Payroll Services,2729
541219,Other Accounting Services,52036
5413,"Architectural, Engineering, and Related Services",238011
541310,Architectural Services,37624
541320,Landscape Architectural Services,79114
541330,Engineering Services,89696
541340,Drafting Services,1625
541350,Building Inspection Services,7260
541360,Geophysical Surveying and Mapping Services,0
541370,Surveying and Mapping (except Geophysical) Services,12334
541380,Testing Laboratories,10358
5414,Specialized Design Services,72510
541410,Interior Design Services,33972
541420,Industrial Design Services,1764
541430,Graphic Design Services,35025
541490,Other Specialized Design Services,1749
5415,Computer Systems Design and Related Services,190494
541511,Custom Computer Programming Services,101100
541512,Computer Systems Design Services,83501
541513,Computer Facilities Management Services,1082
541519,Other Computer Related Services,4811
5416,"Management, Scientific, and Technical Consulting Services",627155
541611,Administrative Management and General Management Consulting Services,179830
541612,Human Resources Consulting Services,13473
541613,Marketing Consulting Services,54679
541614,"Process, Physical Distribution, and Logistics Consulting Services",2947
541618,Other Management Consulting Services,314502
541620,Environmental Consulting Services,21757
541690,Other Scientific and Technical Consulting Services,39967
5417,Scientific Research and Development Services,42465
541713,Research and Development in Nanotechnology,0
541714,Research and Development in Biotechnology (except Nanobiotechnology),4129
541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",23357
541720,Research and Development in the Social Sciences and Humanities,14979
5418,"Advertising, Public Relations, and Related Services",62173
541810,Advertising Agencies,22496
541820,Public Relations Agencies,16052
541830,Media Buying Agencies,758
541840,Media Representatives,3586
541850,Outdoor Advertising,2496
541860,Direct Mail Advertising,4829
541870,Advertising Material Distribution Services,1032
541890,Other Services Related to Advertising,10924
5419,"Other Professional, Scientific, and Technical Services",377008
541910,Marketing Research and Public Opinion Polling,12815
541921,"Photography Studios, Portrait",86662
541922,Commercial Photography,15872
541930,Translation and Interpretation Services,5956
541940,Veterinary Services,44226
541990,"All Other Professional, Scientific, and Technical Services",211477
55,Management of Companies and Enterprises,67529
5511,Management of Companies and Enterprises,67529
551111,Offices of Bank Holding Companies,2120
551112,Offices of Other Holding Companies,65409
551114,"Corporate, Subsidiary, and Regional Managing Offices",0
56,Administrative and Support and Waste Management and Remediation Services,1778590
5611,Office Administrative Services,142842
561110,Office Administrative Services,142842
5612,Facilities Support Services,4357
561210,Facilities Support Services,4357
5613,Employment Services,57299
561311,Employment Placement Agencies,27995
561312,Executive Search Services,8687
561320,Temporary Help Services,20083
561330,Professional Employer Organizations,534
5614,Business Support Services,222883
561410,Document Preparation Services,4124
561421,Telephone Answering Services,5447
561422,Telemarketing Bureaus and Other Contact Centers,1241
561431,Private Mail Centers,6292
561439,Other Business Service Centers (including Copy Shops),1671
561440,Collection Agencies,4706
561450,Credit Bureaus,1123
561491,Repossession Services,2021
561492,Court Reporting and Stenotype Services,6997
561499,All Other Business Support Services,189261
5615,Travel Arrangement and Reservation Services,58902
561510,Travel Agencies,44325
561520,Tour Operators,10020
561591,Convention and Visitors Bureaus,1194
561599,All Other Travel Arrangement and Reservation Services,3363
5616,Investigation and Security Services,54974
561611,Investigation Services,9678
561612,Security Guards and Patrol Services,17339
561613,Armored Car Services,3385
561621,Security Systems Services (except Locksmiths),15041
561622,Locksmiths,9531
5617,Services to Buildings and Dwellings,380219
561710,Exterminating and Pest Control Services,26610
561720,Janitorial Services,102558
561730,Landscaping Services,132456
561740,Carpet and Upholstery Cleaning Services,15308
561790,Other Services to Buildings and Dwellings,103287
5619,Other Support Services,815623
561910,Packaging and Labeling Services,2960
561920,Convention and Trade Show Organizers,4007
561990,All Other Support Services,808656
5621,Waste Collection,2254
562111,Solid Waste Collection,1762
562112,Hazardous Waste Collection,246
562119,Other Waste Collection,246
5622,Waste Treatment and Disposal,12941
562211,Hazardous Waste Treatment and Disposal,3537
562212,Solid Waste Landfill,5409
562213,Solid Waste Combustors and Incinerators,34
562219,Other Nonhazardous Waste Treatment and Disposal,3961
5629,Remediation and Other Waste Management Services,26296
562910,Remediation Services,2752
562920,Materials Recovery Facilities,11010
562991,Septic Tank and Related Services,11382
562998,All Other Miscellaneous Waste Management Services,1152
61,Educational Services,377182
6111,Elementary and Secondary Schools,181803
611110,Elementary and Secondary Schools,181803
6112,Junior Colleges,4271
611210,Junior Colleges,4271
6113,"Colleges, Universities, and Professional Schools",31546
611310,"Colleges, Universities, and Professional Schools",31546
6114,Business Schools and Computer and Management Training,4929
611410,Business and Secretarial Schools,870
611420,Computer Training,3757
611430,Professional and Management Development Training,302
6115,Technical and Trade Schools,12895
611511,Cosmetology and Barber Schools,2741
611512,Flight Training,1213
611513,Apprenticeship Training,407
611519,Other Technical and Trade Schools,8534
6116,Other Schools and Instruction,131780
611610,Fine Arts Schools,27291
611620,Sports and Recreation Instruction,41962
611630,Language Schools,2445
611691,Exam Preparation and Tutoring,8500
611692,Automobile Driving Schools,5114
611699,All Other Miscellaneous Schools and Instruction,46468
6117,Educational Support Services,9958
611710,Educational Support Services,9958
62,Health Care and Social Assistance,1614025
6211,Offices of Physicians,455914
621111,Offices of Physicians (except Mental Health Specialists),436528
621112,"Offices of Physicians, Mental Health Specialists",19386
6212,Offices of Dentists,197789
621210,Offices of Dentists,197789
6213,Offices of Other Health Practitioners,274012
621310,Offices of Chiropractors,62004
621320,Offices of Optometrists,29935
621330,Offices of Mental Health Practitioners (except Physicians),32536
621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",34768
621391,Offices of Podiatrists,13365
621399,Offices of All Other Miscellaneous Health Practitioners,101404
6214,Outpatient Care Centers,65751
621410,Family Planning Centers,4560
621420,Outpatient Mental Health and Substance Abuse Centers,10826
621491,HMO Medical Centers,1122
621492,Kidney Dialysis Centers,8684
621493,Freestanding Ambulatory Surgical and Emergency Centers,2739
621498,All Other Outpatient Care Centers,37820
6215,Medical and Diagnostic Laboratories,16953
621511,Medical Laboratories,13644
621512,Diagnostic Imaging Centers,3309
6216,Home Health Care Services,46258
621610,Home Health Care Services,46258
6219,Other Ambulatory Health Care Services,144410
621910,Ambulance Services,6379
621991,Blood and Organ Banks,8459
621999,All Other Miscellaneous Ambulatory Health Care Services,129572
6221,General Medical and Surgical Hospitals,26168
622110,General Medical and Surgical Hospitals,26168
6222,Psychiatric and Substance Abuse Hospitals,4264
622210,Psychiatric and Substance Abuse Hospitals,4264
6223,Specialty (except Psychiatric and Substance Abuse) Hospitals,2629
622310,Specialty (except Psychiatric and Substance Abuse) Hospitals,2629
6231,Nursing Care Facilities (Skilled Nursing Facilities),33247
623110,Nursing Care Facilities (Skilled Nursing Facilities),33247
6232,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",7660
623210,Residential Intellectual and Developmental Disability Facilities,2010
623220,Residential Mental Health and Substance Abuse Facilities,5650
6233,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,18728
623311,Continuing Care Retirement Communities,11150
623312,Assisted Living Facilities for the Elderly,7578
6239,Other Residential Care Facilities,15597
623990,Other Residential Care Facilities,15597
6241,Individual and Family Services,175236
624110,Child and Youth Services,10464
624120,Services for the Elderly and Persons with Disabilities,19971
624190,Other Individual and Family Services,144801
6242,"Community Food and Housing, and Emergency and Other Relief Services",6497
624210,Community Food Services,1105
624221,Temporary Shelters,1804
624229,Other Community Housing Services,239
624230,Emergency and Other Relief Services,3349
6243,Vocational Rehabilitation Services,12444
624310,Vocational Rehabilitation Services,12444
6244,Child Day Care Services,110468
624410,Child Day Care Services,110468
71,"Arts, Entertainment, and Recreation",346290
7111,Performing Arts Companies,30936
711110,Theater Companies and Dinner Theaters,3179
711120,Dance Companies,184
711130,Musical Groups and Artists,9010
711190,Other Performing Arts Companies,18563
7112,Spectator Sports,25588
711211,Sports Teams and Clubs,6143
711212,Racetracks,4397
711219,Other Spectator Sports,15048
7113,"Promoters of Performing Arts, Sports, and Similar Events",9077
711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities",7345
711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities",1732
7114,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",9025
711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",9025
7115,"Independent Artists, Writers, and Performers",51574
711510,"Independent Artists, Writers, and Performers",51574
7121,"Museums, Historical Sites, and Similar Institutions",38904
712110,Museums,22941
712120,Historical Sites,3249
712130,Zoos and Botanical Gardens,1643
712190,Nature Parks and Other Similar Institutions,11071
7131,Amusement Parks and Arcades,4492
713110,Amusement and Theme Parks,2294
713120,Amusement Arcades,2198
7132,Gambling Industries,1138
713210,Casinos (except Casino Hotels),611
713290,Other Gambling Industries,527
7139,Other Amusement and Recreation Industries,175556
713910,Golf Courses and Country Clubs,14632
713920,Skiing Facilities,277
713930,Marinas,6991
713940,Fitness and Recreational Sports Centers,125205
713950,Bowling Centers,4949
713990,All Other Amusement and Recreation Industries,23502
72,Accommodation and Food Services,861926
7211,Traveler Accommodation,107937
721110,Hotels (except Casino Hotels) and Motels,84072
721120,Casino Hotels,1624
721191,Bed-and-Breakfast Inns,17163
721199,All Other Traveler Accommodation,5078
7212,RV (Recreational Vehicle) Parks and Recreational Camps,14663
721211,RV (Recreational Vehicle) Parks and Campgrounds,10371
721214,Recreational and Vacation Camps (except Campgrounds),4292
7213,"Rooming and Boarding Houses, Dormitories, and Workers' Camps",2511
721310,"Rooming and Boarding Houses, Dormitories, and Workers' Camps",2511
7223,Special Food Services,36330
722310,Food Service Contractors,1778
722320,Caterers,29520
722330,Mobile Food Services,5032
7224,Drinking Places (Alcoholic Beverages),68994
722410,Drinking Places (Alcoholic Beverages),68994
7225,Restaurants and Other Eating Places,631491
722511,Full-Service Restaurants,356569
722513,Limited-Service Restaurants,271126
722514,"Cafeterias, Grill Buffets, and Buffets",2738
722515,Snack and Nonalcoholic Beverage Bars,1058
81,Other Services (except Public Administration),1815602
8111,Automotive Repair and Maintenance,296451
811111,General Automotive Repair,144440
811112,Automotive Exhaust System Repair,6536
811113,Automotive Transmission Repair,7420
811118,Other Automotive Mechanical and Electrical Repair and Maintenance,29450
811121,"Automotive Body, Paint, and Interior Repair and Maintenance",48831
811122,Automotive Glass Replacement Shops,6398
811191,Automotive Oil Change and Lubrication Shops,5843
811192,Car Washes,31556
811198,All Other Automotive Repair and Maintenance,15977
8112,Electronic and Precision Equipment Repair and Maintenance,35959
811211,Consumer Electronics Repair and Maintenance,5526
